ratio,test_acc_mean

-0.4167064439140811,60.25
-0.3768496420047733,60.54
-0.3298329355608592,61.78
-0.2806682577565632,61.3
-0.2288782816229116,61.44
-0.1723150357995226,61.60000000000001
-0.1174224343675417,62.34
-0.0596658711217183,63.97
0.0,65.715
0.035799522673031,66.02
0.0711217183770883,66.97999999999999
0.1040572792362768,67.76000000000001
0.1355608591885441,68.64
0.1649164677804296,69.02000000000001
0.1947494033412888,69.47999999999999
0.2229116945107398,69.84
0.2501193317422434,69.84
0.2723150357995226,69.07000000000001
0.2930787589498806,69.6
0.3128878281622911,70.0
0.3336515513126492,69.89000000000001
0.3563245823389021,69.22
