0.0,81.24
0.018946570670708603,81.64
0.037893141341417205,81.5
0.05683971201212581,81.16
0.07578628268283441,81.44000000000001
0.094732853353543,81.32
0.11367942402425162,81.5
0.13262599469496023,81.06
0.15157256536566882,81.34
0.17051913603637742,81.24000000000001
0.189465706707086,81.16
0.2084122773777946,80.58000000000001
0.22735884804850323,81.0
0.24630541871921183,81.3
-0.0,81.26
-0.07578628268283441,80.72
-0.15157256536566882,81.02000000000001
-0.22735884804850323,81.08
-0.30314513073133764,79.75999999999999
-0.37438423645320196,79.46000000000001
-0.44524441076165217,79.03999999999999
-0.5115574081091322,78.22
